"Артикул","Штрихкод"
"DRB-00210","753950002104"
"DRB-00209","753950002098"
"NDM-01637","31604016371"
"NDM-02794","031604027940"
"DRB-00205","753950002050"
"ADN-00233","859975002331"
"DRB-00301","753950003019"
"DRB-00300","753950003002"
"DRB-00275","753950002753"
"NOR-01753","768990017537"
"NOR-02150","768990021503"
"NOR-02103","768990021039"
"CEN-22703","740985227039"
"CEN-21495","740985214954"
"CEN-22713","740985227138"
"AVA-35150","654749351505"
"CEN-27304","740985273043"
"CEN-22361","740985223611"
"CEN-22352","740985223529"
"AVA-35158","654749351581"
"CEN-22405","740985224052"
"CEN-27529","740985275290"
"CEN-22790","740985227909"
"CEN-27066","740985270660"
"CEN-22623","740985226230"
"CEN-21245","740985212455"
"CEN-27531","740985275313"
"CEN-22390","740985223901"
"CEN-22658","740985226582"
"CEN-27285","740985272855"
"CEN-27026","740985270264"
"CEN-22691","740985226919"
"CEN-22730","740985227305"
"AVO-04249","381370042495"
"AVO-01844","381371191949"
"CEN-21104","740985211045"
"CEN-27709","740985277096"
"CEN-22692","740985226926"
"CEN-22659","740985226599"
"CEN-22906","740985229064"
"CEN-22215","740985222157"
"CEN-27303","740985273036"
"REV-11963","087992119637"
"AVO-01418","381370014188"
"CEN-27139","740985271391"
"NDM-02841","031604028411"
"CEN-27454","740985274545"
"CEN-22278","740985222782"
"NDM-02953","031604029531"
"CEN-27288","740985272886"
"CEN-21302","740985213025"
"DES-22024","718334220246"
"CEN-22653","740985226537"
"CEN-27413","740985274132"
"DES-22040","718334220406"
"CEN-22309","740985223093"
"CEN-22791","740985227916"
"KIM-02053","812325020539"
"CEN-21781","740985217818"
"CEN-27112","740985271124"
"KIM-02104","812325021048"
"CEN-27435","740985274354"
"PUR-01502","659670015021"
"DES-22111","718334221113"
"KIM-02112","812325021123"
"CEN-21716","740985217160"
"CEN-27387","740985273876"
"CEN-21287","740985212875"
"CEN-22399","740985223994"
"CEN-21690","740985216903"
"CEN-21228","740985212288"
"CEN-22872","740985228722"
"CEN-21324","740985213247"
"CEN-27111","740985271117"
"SOL-00240","33984002401"
"CEN-27455","740985274552"
"CEN-21300","740985213001"
"DES-22062","718334220628"
"CEN-21720","740985217207"
"CEN-22407","740985224076"
"CEN-27492","740985274927"
"CEN-27708","740985277089"
"DES-33711","718334337111"
"CEN-27618","740985276181"
"KIM-02066","812325020669"
"DES-33741","718334337418"
"GIO-03008","716237030085"
"KIM-02076","812325020768"
"KIM-02123","812325021239"
"KIM-02137","812325021376"
"KIM-02046","812325020461"
"GIO-18172","716237181725"
"KIM-02173","812325021734"
"KIM-02220","812325022205"
"GIO-10008","716237100085"
"GIO-04008","716237040084"
"KIM-02093","812325020935"
"KIM-02067","812325020676"
"KIM-02090","812325020904"
"KIM-02015","812325020157"
"KIM-02049","812325020492"
"KIM-02217","812325022175"
"KIM-02085","812325020850"
"KIM-02184","812325021840"
"KIM-02119","812325021192"
"ADN-00231","859975002317"
"ADN-00236","859975002362"
"DES-33776","718334337760"
"DES-33775","718334337753"
"DES-33410","718334334103"
"ADN-00220","859975002201"
"NBH-10603","764302106036"
"NBH-11107","764302111078"
"NWY-06850","033674068502"
"NWY-15024","033674150245"
"SOL-01751","033984017511"
"MGF-10236","051494102367"
"ACO-00213","854049002132"
"MGF-10120","051494101209"
"MGF-10189","051494101896"
"ADN-02005","859975020052"
"MGF-10187","051494101872"
"MGF-10279","051494102794"
"MGF-10310","051494103104"
"NBH-10608","764302106081"
"NBH-12224","764302122241"
"NBH-11108","764302111085"
"NBH-12221","764302122210"
"ACO-00247","854049002477"
"NBH-12225","764302122258"
"MGF-10025","51494100257"
"CAR-05910","088395059100"
"CAR-01463","088395014635"
"CAR-05612","088395056123"
"CAR-15320","088395153204"
"CAR-01102","088395011023"
"NBH-10204","764302102045"
"CAR-01483","088395014833"
"CAR-01644","088395016448"
"CAR-01112","088395011122"
"CAR-01131","088395011313"
"CAR-01421","088395014215"
"CAR-05472","088395054723"
"CAR-01452","088395014529"
"CAR-05084","088395050848"
"ADN-00268","859975002683"
"CAR-01681","088395016813"
"CAR-81030","088395810305"
"CAR-05462","088395054624"
"CAR-04421","088395044212"
"CAR-04852","088395048524"
"CAR-02003","088395020032"
"AUR-91403","051381914035"
"AUR-99812","051381998127"
"NOR-01797","768990017971"
"CAR-04051","088395040511"
"NOR-01670","768990016707"
"CAR-08652","088395086526"
"CAR-04232","088395042324"
"CAR-08241","088395082412"
"CAR-05513","088395055133"
"CAR-05172","088395051722"
"NOR-01798","768990017988"
"CAR-04424","088395044243"
"NOR-01606","768990016066"
"NOR-54787","768990547874"
"NOR-02794","768990027949"
"NOR-02764","768990027642"
"NOR-30131","768990301315"
"NOR-02763","768990027635"
"NOR-30130","768990301308"
"NOR-41760","768990417603"
"AUR-91143","051381911430"
"AUR-91144","051381911447"
"AUR-91173","051381911737"
"NOR-01710","768990017100"
"NOR-01840","768990018404"
"NOR-01799","768990017995"
"CAR-08550","088395085505"
"CAR-02653","088395026539"
"CAR-00882","088395008825"
"EVC-00710","187132007104"
"EVC-10784","841320107846"
"NOR-01750","768990017506"
"NOR-02793","768990027932"
"NOR-01680","768990016806"
"NOR-01743","768990017438"
"NOR-02770","768990027703"
"NOR-01760","768990017605"
"AUR-91314","051381913144"
"NOR-01794","768990017940"
"NOR-02773","768990027734"
"NOR-06100","768990061004"
"AUR-91170","051381911706"
"NOR-31141","768990311413"
"AUR-88636","051381886363"
"NOR-30150","768990301506"
"NOR-30140","768990301407"
"NOR-01808","768990018084"
"NOR-01600","768990016004"
"NOR-01503","768990015038"
"CAR-08722","088395087226"
"NOR-02774","768990027741"
"NOR-01665","768990016653"
"NOR-02761","768990027611"
"NOR-31140","768990311406"
"NOR-01793","768990017933"
"NOR-01816","768990018169"
"NOR-01621","768990016219"
"NOR-01761","768990017612"
"NOR-01778","768990017780"
"CAR-24920","088395249204"
"CAR-40210","088395402104"
"NFS-01247","068958012476"
"NOR-01758","768990017582"
"NFS-01342","068958013428"
"EDS-00580","187132005803"
"NFS-01121","068958011219"
"NFS-01059","068958010595"
"NFS-01630","068958016306"
"NFS-04512","068958045122"
"NFS-01220","068958012209"
"AUR-91235","051381912352"
"NOR-01501","768990015014"
"AUR-99805","051381998059"
"AUR-88112","051381881122"
"AUR-91138","051381911386"
"AUR-91112","051381911126"
"AUR-90609","051381906092"
"AUR-99813","051381998134"
"AUR-91230","051381912307"
"AUR-91210","051381912109"
"AUR-91227","051381912277"
"AUR-99758","051381997588"
"AUR-99834","051381998349"
"AUR-91229","051381912291"
"AUR-91126","051381911263"
"AUR-91232","051381912321"
"EDS-10508","841320105088"
"NFS-02687","068958026879"
"NFS-01721","068958017211"
"ADN-00252","859975002522"
"NFS-01584","068958015842"
"NFS-04530","068958045306"
"NFS-02715","068958027159"
"NFS-01223","068958012230"
"NFS-04590","068958045900"
"NFS-01014","068958010144"
"ADN-00247","859975002478"
"ADN-02010","859975020106"
"NFS-01270","068958012704"
"NFS-03534","068958035345"
"NFS-20728","068958207285"
"ADN-00201","859975002010"
"AUR-91293","051381912932"
"AUR-91149","051381911492"
"ADN-00254","859975002546"
"ADN-02019","859975020199"
"AUR-91121","051381911218"
"ADN-02012","859975020120"
"ADN-00246","859975002461"
"ADN-00239","859975002393"
"HHE-10624","318858106240"
"ADN-00202","859975002027"
"ADN-00269","859975002690"
"ADN-00204","859975002041"
"ADN-00206","859975002065"
"ADN-00223","859975002232"
"ADN-00208","859975002089"
"ADN-00205","859975002058"
"ADN-00222","859975002225"
"NFS-01587","068958015873"
"NFS-04951","068958049519"
"ADN-00228","859975002287"
"NFS-02696","068958026961"
"NFS-39185","5425010391859"
"ADN-00207","859975002072"
"ADN-00261","859975002614"
"ADN-00263","859975002638"
"ADN-00210","859975002102"
"ADN-00209","859975002096"
"NFS-39141","5425010391415"
"NFS-04956","068958049564"
"NFS-04955","068958049557"
"NFS-02684","068958026848"
"NFS-04514","068958045146"
"NFS-02653","068958026534"
"NFS-04805","068958048055"
"NFS-03512","068958035123"
"ADN-00265","859975002652"
"NFS-07155","068958071558"
"ADN-02003","859975020038"
"ADN-02016","859975020168"
"AUR-90817","051381908171"
"AUR-88632","051381886325"
"ALB-00825","724742008253"
"ALB-00399","724742003999"
"JAS-02113","078522021131"
"JAS-03027","078522030270"
"NFS-04173","068958041735"
"NFS-01395","068958013954"
"NFS-01653","068958016535"
"NFS-01050","068958010502"
"NFS-39151","5425010391514"
"NFS-02090","068958020907"
"NFS-01647","068958016474"
"NFS-04936","068958049366"
"AUR-90820","051381908201"
"AUR-88619","051381886196"
"AUR-91225","051381912253"
"NFS-04925","068958049250"
"NFS-01215","068958012155"
"JAS-02126","078522021261"
"NFS-01041","068958010410"
"ALB-00324","724742003241"
"NFS-02680","068958026800"
"ALB-00809","724742008093"
"AUR-88654","051381886547"
"NFS-03558","068958035581"
"NFS-01637","068958016375"
"NFS-04950","068958049502"
"ALB-00389","724742003890"
"ALB-00400","724742004002"
"OLY-00111","710013001115"
"AUR-90342","051381903428"
"AUR-90345","051381903459"
"OLY-03991","710013039910"
"OLY-00396","710013003966"
"OLY-03115","710013031150"
"OLY-00327","710013003270"
"OLY-03112","710013031129"
"OLY-03039","710013030399"
"OLY-10066","710013100665"
"OLY-03027","710013030276"
"OLY-00399","710013003997"
"NFS-35504","068958355047"
"NFS-35503","068958355030"
"THR-13801","693749138013"
"THR-01706","693749017066"
"NFS-35513","068958355139"
"THR-00342","693749003427"
"THR-72201","693749722014"
"THR-76303","693749763031"
"NFS-04116","068958041162"
"CDL-10950","608274109506"
"NTL-06211","047469062118"
"NTL-00467","047469004675"
"NTL-00805","47469008055"
"NTL-06330","047469063306"
"NTL-06885","047469068851"
"NTL-03000","47469030001"
"NTL-00768","047469007683"
"THR-24302","693749243021"
"NTL-00594","047469005948"
"NTL-00597","047469005979"
"NTL-00224","047469002244"
"THR-12801","693749128014"
"THR-75003","693749750031"
"NTL-54000","733530540004"
"THR-01007","693749010074"
"BAC-20501","741273205012"
"AVO-03658","381370036586"
"AVO-03623","381370036234"
"THR-16801","693749168010"
"THR-14801","693749148012"
"THR-04811","693749048114"
"THR-65201","693749652014"
"AVO-03802","381370038023"
"AVO-03844","381370038443"
"AVO-15180","381371151806"
"NTL-23000","733530230004"
"THR-15502","693749155027"
"NTL-04261","047469042615"
"THR-41002","693749410027"
"THR-78002","693749780021"
"AVO-03657","381370036579"
"THR-15801","693749158011"
"AVO-03676","381370036760"
"THR-64501","693749645016"
"AVO-03640","381370036401"
"AVO-03691","381370036913"
"AVO-03811","381370038115"
"THR-51602","693749516026"
"THR-74202","693749742029"
"THR-54003","693749540038"
"THR-66201","693749662013"
"THR-13102","693749131021"
"THR-11802","693749118022"
"NBC-01021","728177010218"
"THR-80402","693749804024"
"THR-24203","693749242031"
"THR-75104","693749751045"
"THR-14301","693749143017"
"THR-52502","693749525028"
"THR-60805","693749608059"
"NBC-01026","728177010263"
"THR-00373","693749003731"
"THR-64601","693749646013"
"THR-56002","693749560029"
"THR-71401","693749714019"
"THR-40102","693749401025"
"THR-61901","693749619017"
"PAR-77728","601944777289"
"NAP-07170","097467071704"
"THR-01107","693749011071"
"THR-62401","693749624011"
"THR-00464","693749004646"
"THR-78802","693749788027"
"THR-77402","693749774020"
"THR-73202","693749732020"
"THR-60701","693749607014"
"THR-14901","693749149019"
"THR-74102","693749741022"
"THR-79904","693749799047"
"THR-64003","693749640035"
"THR-73301","693749733010"
"THR-76702","693749767022"
"THR-62901","693749629016"
"YSO-12114","726635121148"
"NTL-05103","047469051037"
"THR-71103","693749711032"
"THR-50801","693749508014"
"THR-61001","693749610014"
"THR-71302","693749713029"
"THR-79701","693749797012"
"THR-72602","693749726029"
"THR-82204","693749822042"
"NTL-06324","047469063245"
"THR-77802","693749778028"
"THR-31502","693749315025"
"THR-79002","693749790020"
"THR-77702","693749777021"
"NTL-06077","047469060770"
"LEX-16083","737870160830"
"JAS-10030","078522100300"
"LEX-15323","737870153238"
"JAS-05001","078522050018"
"LEX-96503","737870965039"
"LEX-14591","737870145912"
"LEX-17586","737870175865"
"LEX-17136","737870171362"
"LEX-16496","737870164968"
"LEX-14312","737870143123"
"LEX-89350","737870893509"
"JAS-04031","078522040316"
"JAS-04012","078522040125"
"LEX-14251","737870142515"
"LEX-15366","737870153665"
"LEX-14273","737870142737"
"LEX-16226","737870162261"
"LEX-65810","737870658108"
"LEX-07010","737870070108"
"LEX-18036","737870180364"
"LEX-14769","737870147695"
"LEX-17096","737870170969"
"LEX-18076","737870180760"
"LEX-15123","737870151234"
"LEX-17866","737870178668"
"LEX-37210","737870372103"
"LEX-14266","737870142669"
"LEX-16896","737870168966"
"LEX-17886","737870178866"
"LEX-16171","737870161714"
"LEX-88206","737870882060"
"LEX-08445","737870084457"
"LEX-17046","737870170464"
"LEX-14456","737870144564"
"LEX-97215","737870972150"
"LEX-17871","737870178712"
"LEX-16039","737870160397"
"LEX-13289","737870132899"
"JAS-09045","078522090458"
"LEX-18116","737870181163"
"JAS-04016","078522040163"
"LEX-15096","737870150961"
"JAS-09025","078522090250"
"LEX-18043","737870180432"
"LEX-45110","737870451105"
"JAS-04011","078522040118"
"LEX-14326","737870143260"
"LEX-80148","737870801481"
"LEX-12539","737870125396"
"LEX-12784","737870127840"
"LEX-17251","737870172512"
"LEX-17066","737870170662"
"LEX-17186","737870171867"
"LEX-14696","737870146964"
"LEX-18059","737870180593"
"LEX-16681","737870166818"
"LEX-19063","737870190639"
"LEX-16003","737870160038"
"LEX-14686","737870146865"
"LEX-33106","737870331063"
"LEX-19033","737870190332"
"MBE-00891","898220008919"
"LEX-15411","737870154112"
"LEX-17893","737870178934"
"LEX-34510","737870345107"
"LEX-45509","737870455097"
"LEX-16209","737870162094"
"LEX-17539","737870175391"
"LEX-36110","737870361107"
"JAS-00064","078522000648"
"CEN-27474","740985274743"
"LEX-10832","737870108320"
"NHB-39691","041954396917"
"DEE-10002","674749100026"
"SNS-02481","021078024811"
"LEX-16269","737870162698"
"PTF-10741","021078107415"
"OLP-08229","5901330082290"
"SOL-01321","033984013216"
"MAV-14757","311845147578"
"SOL-0**2761-50","33984027602"
"SOL-01941-d-1","SOL-01941-d-1"
"MAV-16261","311845162618"
"MHS-88022","609015880227"
"MAV-13095","311845130952"
"MAV-14665","311845146656"
"MAV-16407","311845164070"
"MAV-15009","311845150097"
"MAV-07875","311845078759"
"MAV-05661","311845056610"
"MAV-07791","311845077912"
"MAV-16775","311845167750"
"MAV-13515","311845135155"
"MAV-15131","311845151315"
"ENZ-20141","670480201411"
"MAV-17115","311845171153"
"JAS-07036","078522070368"
"JAS-03011","078522030119"
"MAV-17199","311845171993"
"SDN-03990","030768039905"
"MAV-14651","311845146519"
"MAV-07751","311845077516"
"MAV-13125","311845131256"
"MAV-14989","311845149893"
"MAV-06171","311845061713"
"MAV-14765","311845147653"
"MAV-16635","311845166357"
"GUM-00159","835776001599"
"GUM-00134","835776001346"
"SNS-02440","021078024408"
"SNS-02028","021078020288"
"SNS-00805","021078008057"
"SNS-01196","021078011965"
"MNT-54307","071409543078"
"MNT-54340","071409543405"
"SNS-00418","021078004189"
"SNS-02635","021078026358"
"SNS-01293","021078012931"
"SNS-00803","021078008033"
"SNS-01962","021078019626"
"AUB-01211","749985012119"
"SNS-00328","021078003281"
"SNS-01792","021078017929"
"SNS-01297","021078012979"
"SNS-01039","021078010395"
"AUB-04008","749985040082"
"SNS-02138","021078021384"
"SNS-02459","021078024590"
"SNS-02458","021078024583"
"NHS-00280","635824002802"
"SNS-02591","021078025917"
"SNS-02166","021078021667"
"APF-00007","896996000076"
"SNS-02219","021078022190"
"WSB-02912","634084029123"
"WSB-02901","634084029017"
"SNS-01382","021078013822"
"SNS-00358","021078003588"
"APF-00017","896996000175"
"APF-00020","896996000205"
"SNS-00804","021078008040"
"SNS-00127","021078001270"
"SNS-01441","021078014416"
"SNS-00832","021078008323"
"APF-00024","APF-00024"
"SNS-00155","021078001553"
"SNS-01432","021078014324"
"SNS-00396","021078003960"
"SNS-02462","021078024620"
"SNS-01329","021078013297"
"SNS-00552","021078005520"
"SNS-00921","021078009214"
"APF-00035","896996000359"
"APF-00038","896996000380"
"SNS-01625","021078016250"
"SNS-00008","021078000082"
"SNS-01781","021078017813"
"APF-00008","896996000083"
"BLB-00418","743715004184"
"BLB-00683","743715006836"
"BLB-00378","743715003781"
"BLB-00441","743715004412"
"SNS-01583","021078015833"
"SNS-02013","021078020134"
"SNS-01550","021078015505"
"SNS-01893","021078018933"
"SNS-02044","021078020448"
"SNS-02589","021078025894"
"SNS-01917","021078019176"
"SNS-01704","021078017042"
"BLB-00187","743715001879"
"BLB-01569","743715015692"
"SNS-00304","021078003045"
"SNS-00050","021078000501"
"BBO-00206","899248002064"
"SNS-02145","021078021452"
"SNS-02680","021078026808"
"SNS-02009","021078020097"
"SNS-00111","021078001119"
"BBO-00241","899248002415"
"BBO-00269","899248002699"
"ABN-08846","708235088465"
"ABN-08862","708235088625"
"SNS-02050","021078020509"
"WSB-28401","634084284010"
"SNS-00506","021078005063"
"WSB-47500","634084475005"
"SNS-01182","021078011828"
"SNS-02332","021078023326"
"SNS-00233","021078002338"
"CCP-64085","030399640853"
"SOL-59202-30","33984011861"
"SNS-00652","021078006527"
"NAT-00110","691546001103"
"SNS-00504","021078005049"
"SNS-01612","021078016120"
"SNS-00318","021078003182"
"SNS-00030","021078000303"
"NAT-00140","691546001400"
"NAT-00150","691546001509"
"SNS-01630","021078016304"
"SNS-01154","021078011545"
"AVN-37960","624721379605"
"SNS-02622","021078026228"
"ALA-30203","076314302031"
"AMP-01096","817252010967"
"SNS-00697","021078006978"
"SNS-01263","021078012634"
"ALA-30232","76314302321"
"ALA-30201","076314302017"
"ALA-30206","076314302062"
"ALA-30202","076314302024"
"AOR-08999","AOR-08999"
"AOR-08138","624917081381"
"AOR-08021","624917080216"
"AOR-08289","624917082890"
"SNS-01594","021078015949"
"SNS-00484","021078004844"
"SNS-01081","021078010814"
"SNS-02331","021078023319"
"SNS-02521","021078025214"
"SNS-00341","SNS-00341"
"SNS-00960","021078009603"
"SNS-01324","021078013242"
"SNS-00114","021078001140"
"SNS-02143","021078021438"
"AOR-08297","624917082975"
"ALT-01004","608503010047"
"SNS-00875","021078008750"
"SNS-00222","021078002222"
"WSB-47400","634084474008"
"WSB-16001","634084160017"
"SNS-01916","021078019169"
"SNS-01014","021078010142"
"ALT-01013","608503010139"
"WSB-13580","634084135800"
"SNS-02393","21078023937"
"SNS-01226","021078012269"
"0008-016","X000XQ8UF9"
"SNS-02188","021078021889"
"WSB-13571","634084135718"
"WSB-02501","634084025019"
"WSB-13579","634084135794"
"SNS-02288","021078022886"
"WSB-24201","634084242010"
"WSB-30060","634084300604"
"WSB-30051","634084300512"
"WSB-13576","634084135763"
"WSB-02312","634084023121"
"SNS-00309","021078003090"
"SNS-02637","021078026372"
"SNS-02677","021078026778"
"ALG-70340","713947703407"
"ALG-76530","713947765306"
"ALG-73230","713947732308"
"ALG-70220","713947702202"
"ALG-70010","713947700109"
"ALG-73660","713947736603"
"ALG-70240","713947702400"
"WSB-13008","634084130089"
"ALG-70750","713947707504"
"WSB-31002","634084310023"
"AMD-00102","835186001028"
"AMT-00261","838451002614"
"AMT-00646","838451006469"
"BOR-00143","728315001436"
"AMH-16991","076630169912"
"AQP-63377","072140633776"
"AQP-00314","072140003142"
"AQP-63386","072140633868"
"AMH-50205","076630502054"
"AMH-50304","076630503044"
"BOR-00659","728315006592"
"AQP-00638","072140006389"
"AQP-45231","072140452315"
"AQP-03263","072140032630"
"AQP-63608","072140636081"
"AQP-11047","072140110475"
"ARN-02311","769360023110"
"AAM-00175","855571001754"
"AAM-00100","855571001006"
"AAM-00104","855571001044"
"AAM-00166","855571001662"
"AAM-00159","855571001594"
"AAM-00108","855571001082"
"AAM-00101","855571001013"
"AAM-00105","855571001051"
"AAM-00102","855571001020"
"AAM-00128","855571001280"
"AAM-00107","855571001075"
"AAM-00173","855571001730"
"AAM-00177","855571001778"
"AAM-00172","855571001723"
"ARM-70100","27275701005"
"ARM-70003","027275700039"
"ARM-80001","027275800012"
"WHS-70000","012511700003"
"AZT-17116","727616171169"
"KIM-02163","KIM-02163"
"ARW-68510","074333685104"
"ARW-47667","74333476672"
"ARW-47626","074333476269"
"ARW-37470","074333374701"
"BAC-20631","741273206316"
"BAC-20751","741273207818"
"BAC-20731","741273207313"
"BAC-20581","741273205814"
"BAC-20551","741273205517"
"BAC-20461","741273204619"
"BAC-20481","741273204817"
"BAC-20421","741273204213"
"BAC-20611","741273206118"
"BAC-01457","741273014577"
"BAC-01451","741273014515"
"BAC-01528","741273015284"
"BAR-10027","705875100274"
"BAR-10013","705875100137"
"ARW-37492","074333374923"
"BAR-10007","705875100076"
"CGN-01252","898220012527"
"BAC-00392","741273003922"
"BAC-01500","741273015000"
"BWC-45502","000056455021"
"BAC-01395","741273013952"
"BAC-01531","741273015314"
"BAC-20781","741273207511"
"BAR-00026","705875000260"
"BEL-10008","771733100083"
"BTX-16001","041388160016"
"BTX-21041","041388210414"
"LOW-04223","072310042230"
"BIU-00327","854936003273"
"BIU-00317","854936003174"
"BIU-00329","854936003297"
"BLB-00859","743715008595"
"BLB-00369","743715003699"
"BLB-00298","743715002982"
"BLB-00196","743715001961"
"BLB-00694","743715006942"
"BLB-00444","743715004443"
"BLB-00366","743715003668"
"BLB-01128","743715011281"
"BLB-00897","743715008977"
"BLB-00374","743715003743"
"BLB-00433","743715004337"
"BLB-00661","743715006614"
"BRO-00237","856252002374"
"BRM-00366","039978003669"
"BRO-00234","856252002343"
"BRO-00238","856252002381"
"CBD-30009","086449300093"
"OST-25877","5903246225877"
"BLB-00424","743715004245"
"CBD-10002","086449100020"
"BLB-00718","743715007185"
"BLB-00445","743715004450"
"BLB-00699","743715006997"
"COC-04100","075707041007"
"BLB-00323","743715003231"
"BLB-00945","743715009455"
"BLB-00014","743715000148"
"BLB-00690","743715006904"
"COC-03575","075707035754"
"COC-04800","075707048006"
"BLB-00303","743715003033"
"BLB-00322","743715003224"
"BLB-00856","743715008564"
"COC-09475","075707094751"
"COC-03600","075707036003"
"BLB-00439","743715004399"
"COC-09080","075707090807"
"COC-20170","075707201708"
"LFH-64764","645951647647"
"COC-04450","075707044503"
"COC-20150","075707201500"
"COC-09450","075707094508"
"COC-01550","COC-01550"
"ATS-00056","870001000565"
"ATS-00066","870001000664"
"ATS-00256","870001002569"
"ATS-00257","870001002576"
"NFO-10052","717567100523"
"BRM-00578","39978005786"
"BLB-00194","743715001947"
"BRM-00546","39978005465"
"BLB-00743","743715007437"
"BLB-00979","743715009790"
"ATS-00259","870001002590"
"BLB-01104","743715011045"
"CGN-00723","898220007233"
"BAT-50390","308078503905"
"BRM-00454","039978004543"
"BAT-50990","308078509907"
"BAT-00594","308079005941"
"NHI-03512","732894035126"
"NHI-50012","732894500129"
"NHI-50013","732894500136"
"NHI-01023","2999000150411"
"NHI-03510","732894035102"
"NHI-40050","732894400504"
"LFH-29132","645951291321"
"LFH-73730","645951737300"
"LFH-83003","645951830032"
"LFH-99581","645951995816"
"LFH-73314","645951733142"
"LFH-67114","645951671147"
"LFH-57353","645951573533"
"LFH-86062","645951860626"
"LFH-74422","645951744223"
"LFH-82773","645951827735"
"LFH-83009","645951830094"
"BUR-45676","016055456761"
"BRM-02664","039978026644"
"BUR-45378","016055453784"
"BUR-34565","016055345652"
"LFH-65571","645951655710"
"LFH-87244","645951872445"
"LFH-47958","645951479583"
"LFH-42690","645951426907"
"BRM-02442","39978024428"
"LFH-91547","645951915470"
"EDW-00520","043182005203"
"EDN-00209","024182002096"
"HBP-00039","90700000394"
"EDW-00092","043182000925"
"EDW-00098","043182000987"
"EDN-13464","024182134643"
"EUR-29906","367703299064"
"DRW-52324","DRW-52324"
"DRW-53023","689191530239"
"SOL-00029-60","33984000278"
"DRW-52408","689191524085"
"BRM-00364","039978003645"
"CGN-00946","898220009466"
"CGN-00965","898220009657"
"CGN-00943","898220009435"
"CGN-01033","898220010332"
"CGN-00950","898220009503"
"CGN-00956","898220009565"
"CGN-00942","898220009428"
"CGN-00912","898220009121"
"CGN-00935","898220009350"
"CGN-00953","898220009534"
"CGN-00856","898220008568"
"EMT-03952","763948039524"
"ENZ-24110","670480241103"
"ECT-07428","ECT-07428"
"PUR-03102","659670031021"
"CVR-03486","696859034862"
"PUR-26001","659670260018"
"PUR-26111","659670261114"
"PUR-01402","659670014024"
"RLT-10031","021888100316"
"OST-24993","5903246224993"
"PUR-02004","659670020049"
"CVR-03488","696859034886"
"EME-30300","356163303008"
"CVR-13136","696859131363"
"EOP-04083","636874040837"
"EOP-22038","636874220383"
"EUC-63306","072140633066"
"EUC-01521","072140015213"
"EUC-01465","072140014650"
"EUC-63378","072140633783"
"EUC-63429","072140634292"
"EUC-01983","072140019839"
"CVR-13129","696859131295"
"CVR-13071","696859130717"
"EUC-01187","072140011871"
"EUC-63474","072140634742"
"EUC-63467","072140634674"
"NSW-11011","613405110115"
"EUC-01984","072140019846"
"EUC-63482","072140634827"
"EUC-63628","072140636289"
"CDL-10150","608274101500"
"CLL-02479","810390024797"
"CVR-13082","696859130823"
"MBM-00436","838287004363"
"MBM-00439","838287004394"
"CHO-91921","047445919214"
"CDL-12500","608274125001"
"CHO-91991","047445919917"
"ENZ-98131","670480981313"
"CHO-91942","047445919429"
"ENZ-29080","670480290804"
"CHO-91943","047445919436"
"CHO-91954","047445919542"
"ENZ-26300","670480263006"
"ENZ-28050","670480280508"
"EVC-00760","187132007609"
"EVC-00720","187132007203"
"ENZ-29030","670480290309"
"MBM-00500","838287005001"
"MBM-00150","838287001508"
"EVC-10740","841320107402"
"ENZ-20111","670480201114"
"ENZ-23110","670480231104"
"EVC-10731","841320107310"
"EVC-00730","187132007302"
"ENZ-12011","670480120118"
"MBM-00520","838287005209"
"ENZ-23112","670480231128"
"ENZ-29091","670480290910"
"ENZ-98113","670480981139"
"ENZ-29050","670480290507"
"ENZ-14006","670480140062"
"MBM-00511","838287005117"
"ENZ-14011","670480140116"
"ENZ-14021","670480140215"
"ENZ-27040","670480270400"
"EME-30120","356163301202"
"CLF-06416","015794064169"
"CLF-06503","015794065036"
"CLF-06242","015794062424"
"CRO-89103","084783891031"
"CRO-89318","084783893189"
"CVR-13109","X003KHOGTR"
"CLF-04135","015794041351"
"CLF-06508","015794065081"
"CLF-07054","015794070542"
"CLF-05821","015794058212"
"CLF-06291","015794062912"
"CLF-06304","015794063049"
"CLF-02475","015794024750"
"CLF-04498","015794044987"
"CRO-89115","084783891154"
"CRO-88517","084783885177"
"MBM-00428","838287004288"
"CSR-04345","747889043451"
"CSR-04350","747889043505"
"CLF-06403","015794064039"
"CSR-03600","747889036002"
"CRO-89107","084783891079"
"CSR-01250","747889012501"
"CLF-01900","015794019008"
"CLF-05808","015794058083"
"CLF-04516","015794045168"
"CLF-01496","015794014966"
"CLF-03519","015794035190"
"CSR-02290","747889022906"
"CLF-06794","015794067948"
"CLF-02659","015794026594"
"CLF-01697","015794016977"
"CVR-13077","696859130779"
"CLF-06341","015794063414"
"CLF-05601","LF-05601"
"CLF-06510","015794065104"
"CLF-06300","015794063001"
"CRO-34005","084783340058"
"CRO-49815","084783498155"
"CLF-05044","015794050445"
"CLF-06310","015794063100"
"CLF-07085","015794070856"
"CLF-05040","015794050407"
"CLF-01896","015794018964"
"CLF-01689","015794016892"
"CLF-01677","015794016779"
"CLF-06295","015794062950"
"CLF-05027","015794050278"
"CLF-03516","015794035169"
"CLF-01711","015794017110"
"CRO-89136","084783891369"
"CRO-89110","084783891109"
"CRO-89108","084783891086"
"CLF-01796","015794017967"
"CRO-89135","084783891352"
"CRO-44701","084783447016"
